timestamp,action_type,item_id,source,user_answer,platform
1566690234081,enter,b2516,diagnosis,,mobile
1566690256445,respond,q3984,diagnosis,a,mobile
1566690262912,submit,b2516,diagnosis,,mobile
1566690263034,enter,b940,diagnosis,,mobile
1566690282167,respond,q940,diagnosis,b,mobile
1566690286222,submit,b940,diagnosis,,mobile
1566690286351,enter,b5161,diagnosis,,mobile
1566690316143,respond,q6755,diagnosis,a,mobile
1566690322155,submit,b5161,diagnosis,,mobile
1566690322282,enter,b4257,diagnosis,,mobile
1566690352535,respond,q5725,diagnosis,c,mobile
1566690357506,submit,b4257,diagnosis,,mobile
1566690357618,enter,b4804,diagnosis,,mobile
1566690368920,respond,q6272,diagnosis,d,mobile
1566690374085,submit,b4804,diagnosis,,mobile
1566690374201,enter,b7393,diagnosis,,mobile
1566690397089,respond,q10042,diagnosis,a,mobile
1566690401432,submit,b7393,diagnosis,,mobile
1566690401543,enter,b4096,diagnosis,,mobile
1566690424797,respond,q5564,diagnosis,b,mobile
1566690429417,submit,b4096,diagnosis,,mobile
1566690429514,enter,b4808,diagnosis,,mobile
1566690447060,respond,q6276,diagnosis,a,mobile
1566690451523,submit,b4808,diagnosis,,mobile
1566690451626,enter,b5137,diagnosis,,mobile
1566690472285,respond,q6731,diagnosis,a,mobile
1566690476445,submit,b5137,diagnosis,,mobile
1566690476555,enter,b2320,diagnosis,,mobile
1566690498121,respond,q3788,diagnosis,d,mobile
1566690504755,submit,b2320,diagnosis,,mobile
1566690504860,enter,b3104,diagnosis,,mobile
1566690535511,respond,q4572,diagnosis,b,mobile
1566690543143,submit,b3104,diagnosis,,mobile
1566690664065,enter,e7393,my_note,,mobile
1566690693651,quit,e7393,my_note,,mobile
1566692489955,enter,e7393,my_note,,mobile
1566692490990,quit,e7393,my_note,,mobile
1566692491710,enter,e7393,my_note,,mobile
1566692498324,quit,e7393,my_note,,mobile
1566692554758,enter,e4096,my_note,,mobile
1566692577038,quit,e4096,my_note,,mobile
1566692582813,enter,e4808,my_note,,mobile
1566692599768,quit,e4808,my_note,,mobile
1566692603283,enter,e5137,my_note,,mobile
1566692620573,quit,e5137,my_note,,mobile
1566692825351,enter,e2320,my_note,,mobile
1566692828032,quit,e2320,my_note,,mobile
1566692833963,enter,e3104,my_note,,mobile
1566692857116,quit,e3104,my_note,,mobile
1566692864029,enter,e5161,my_note,,mobile
1566692884869,quit,e5161,my_note,,mobile
1566736357394,enter,b1240,sprint,,mobile
1566736375976,respond,q1240,sprint,c,mobile
1566736380676,submit,b1240,sprint,,mobile
1566736380772,enter,e1240,sprint,,mobile
1566736395403,quit,e1240,sprint,,mobile
1566736395486,enter,b973,sprint,,mobile
1566736414903,respond,q973,sprint,b,mobile
1566736418585,submit,b973,sprint,,mobile
1566736418656,enter,e973,sprint,,mobile
1566736432470,quit,e973,sprint,,mobile
1566736432549,enter,b927,sprint,,mobile
1566736449790,respond,q927,sprint,a,mobile
1566736453796,submit,b927,sprint,,mobile
1566736453871,enter,e927,sprint,,mobile
1566736470441,quit,e927,sprint,,mobile
1566736470519,enter,b8314,sprint,,mobile
1566736490184,respond,q11261,sprint,b,mobile
1566736493203,submit,b8314,sprint,,mobile
1566736493273,enter,e8314,sprint,,mobile
1566736521945,quit,e8314,sprint,,mobile
1566736522026,enter,b736,sprint,,mobile
1566736539832,respond,q736,sprint,a,mobile
1566736543675,submit,b736,sprint,,mobile
1566736543748,enter,e736,sprint,,mobile
1566736558631,quit,e736,sprint,,mobile
1566736558722,enter,b796,sprint,,mobile
1566736579145,respond,q796,sprint,c,mobile
1566736583495,submit,b796,sprint,,mobile
1566736583581,enter,e796,sprint,,mobile
1566736603045,quit,e796,sprint,,mobile
1566736603120,enter,b1297,sprint,,mobile
1566736620991,respond,q1297,sprint,c,mobile
1566736624304,submit,b1297,sprint,,mobile
1566736624374,enter,e1297,sprint,,mobile
1566736636820,quit,e1297,sprint,,mobile
1566736636897,enter,b8315,sprint,,mobile
1566736646396,respond,q11262,sprint,a,mobile
1566736651007,submit,b8315,sprint,,mobile
1566736651089,enter,e8315,sprint,,mobile
1566736655676,quit,e8315,sprint,,mobile
1566736655754,enter,b774,sprint,,mobile
1566736663206,submit,b774,sprint,,mobile
1566741527660,enter,b774,sprint,,mobile
1566741548164,respond,q774,sprint,b,mobile
1566741552194,submit,b774,sprint,,mobile
1566741552297,enter,e774,sprint,,mobile
1566741565407,quit,e774,sprint,,mobile
1566741565472,enter,b254,sprint,,mobile
1566741583968,respond,q254,sprint,a,mobile
1566741587794,submit,b254,sprint,,mobile
1566741587860,enter,e254,sprint,,mobile
1566741600341,quit,e254,sprint,,mobile
1566741656191,enter,b3299,sprint,,mobile
1566741687398,respond,q4767,sprint,a,mobile
1566741693260,submit,b3299,sprint,,mobile
1566741693321,enter,e3299,sprint,,mobile
1566741701871,quit,e3299,sprint,,mobile
1566741701928,enter,b4162,sprint,,mobile
