timestamp,action_type,item_id,source,user_answer,platform
1566975202082,enter,b4811,diagnosis,,mobile
1566975268362,respond,q6279,diagnosis,c,mobile
1566975273755,submit,b4811,diagnosis,,mobile
1566975273836,enter,b2272,diagnosis,,mobile
1566975312909,respond,q3740,diagnosis,a,mobile
1566975317535,submit,b2272,diagnosis,,mobile
1566975317636,enter,b368,diagnosis,,mobile
1566975331185,respond,q368,diagnosis,a,mobile
1566975339677,submit,b368,diagnosis,,mobile
1566976887254,enter,b368,diagnosis,,mobile
1566976924181,respond,q368,diagnosis,a,mobile
1566976941577,submit,b368,diagnosis,,mobile
1566977039943,enter,b368,diagnosis,,mobile
1566977052807,respond,q368,diagnosis,b,mobile
1566977070908,submit,b368,diagnosis,,mobile
1566977070998,enter,b2446,diagnosis,,mobile
1566977104546,respond,q3914,diagnosis,d,mobile
1566977109714,submit,b2446,diagnosis,,mobile
1566977109781,enter,b3368,diagnosis,,mobile
1566977177873,respond,q4836,diagnosis,c,mobile
1566977187647,submit,b3368,diagnosis,,mobile
1566977187719,enter,b4651,diagnosis,,mobile
1566977211896,respond,q6119,diagnosis,c,mobile
1566977215980,submit,b4651,diagnosis,,mobile
1566977216033,enter,b3327,diagnosis,,mobile
1566977273146,respond,q4795,diagnosis,b,mobile
1566977279252,submit,b3327,diagnosis,,mobile
1566977279303,enter,b3061,diagnosis,,mobile
1566977341065,respond,q4529,diagnosis,c,mobile
1566977346904,submit,b3061,diagnosis,,mobile
1566977346967,enter,b3780,diagnosis,,mobile
1566977362695,respond,q5248,diagnosis,d,mobile
1566977367701,submit,b3780,diagnosis,,mobile
1566977367749,enter,b2476,diagnosis,,mobile
1566977407539,respond,q3944,diagnosis,d,mobile
1566977420826,respond,q3944,diagnosis,c,mobile
1566977424880,submit,b2476,diagnosis,,mobile
1566977424948,enter,b3760,diagnosis,,mobile
1566977447082,respond,q5228,diagnosis,a,mobile
1566977452391,submit,b3760,diagnosis,,mobile
1566987556443,enter,b3061,review_quiz,,mobile
1566987588216,respond,q4529,review_quiz,d,mobile
1566987596918,submit,b3061,review_quiz,,mobile
1566987596952,enter,e3061,review_quiz,,mobile
1566987598476,quit,e3061,review_quiz,,mobile
1566987598526,enter,e3061,review_quiz,,mobile
1566987658795,quit,e3061,review_quiz,,mobile
1566987716614,enter,b4811,review_quiz,,mobile
1566987748475,submit,b4811,review_quiz,,mobile
1566987748538,enter,e4811,review_quiz,,mobile
1566987885846,quit,e4811,review_quiz,,mobile
1566987946497,enter,b3780,review_quiz,,mobile
1566987982971,respond,q5248,review_quiz,a,mobile
1566987985643,submit,b3780,review_quiz,,mobile
1566987985695,enter,e3780,review_quiz,,mobile
1566988095402,quit,e3780,review_quiz,,mobile
1566988095459,enter,b2272,review_quiz,,mobile
1566988146557,respond,q3740,review_quiz,b,mobile
1566988151321,submit,b2272,review_quiz,,mobile
1566988151372,enter,e2272,review_quiz,,mobile
1566988168357,quit,e2272,review_quiz,,mobile
1566988168426,enter,b368,review_quiz,,mobile
1566988194248,respond,q368,review_quiz,b,mobile
1566988197915,submit,b368,review_quiz,,mobile
1566988197993,enter,e368,review_quiz,,mobile
1566988207327,quit,e368,review_quiz,,mobile
1566988240133,enter,e2272,my_note,,mobile
1566988242500,quit,e2272,my_note,,mobile
1566988246662,enter,e4811,my_note,,mobile
1566988248631,quit,e4811,my_note,,mobile
1566988252655,enter,e2476,my_note,,mobile
1566988279762,quit,e2476,my_note,,mobile
1566988338722,enter,e3368,my_note,,mobile
1566988506039,quit,e3368,my_note,,mobile
1566988800480,enter,e2272,my_note,,mobile
1566988801859,quit,e2272,my_note,,mobile
1566988804913,enter,e4811,my_note,,mobile
1566988806812,quit,e4811,my_note,,mobile
1566988810157,enter,e2476,my_note,,mobile
1566988813279,quit,e2476,my_note,,mobile
1566988814708,enter,e2476,my_note,,mobile
1566988819801,quit,e2476,my_note,,mobile
1566988826791,enter,e2446,my_note,,mobile
1566988983539,quit,e2446,my_note,,mobile
1566989205343,enter,e2446,my_note,,mobile
1566989208374,quit,e2446,my_note,,mobile
1566989212366,enter,e2446,my_note,,mobile
1566989223695,quit,e2446,my_note,,mobile
