timestamp,action_type,item_id,source,user_answer,platform
1566782189057,enter,b3709,diagnosis,,web
1566782275652,respond,q5177,diagnosis,a,web
1566782276971,submit,b3709,diagnosis,,web
1566782281083,enter,b5575,diagnosis,,web
1566782307765,respond,q8104,diagnosis,c,web
1566782310923,submit,b5575,diagnosis,,web
1566782312929,enter,b2823,diagnosis,,web
1566782333236,respond,q4291,diagnosis,b,web
1566782335685,submit,b2823,diagnosis,,web
1566782337867,enter,b2552,diagnosis,,web
1566782349782,respond,q4020,diagnosis,b,web
1566782350806,submit,b2552,diagnosis,,web
1566782352497,enter,b3790,diagnosis,,web
1566782379864,respond,q5258,diagnosis,d,web
1566782381945,submit,b3790,diagnosis,,web
1566782384131,enter,b3647,diagnosis,,web
1566782427307,respond,q5115,diagnosis,a,web
1566782428193,submit,b3647,diagnosis,,web
1566782430064,enter,b3524,diagnosis,,web
1566782452995,respond,q4992,diagnosis,b,web
1566782454096,submit,b3524,diagnosis,,web
1566782456318,enter,b3852,diagnosis,,web
1566782469604,respond,q5320,diagnosis,b,web
1566782470359,submit,b3852,diagnosis,,web
1566800534600,enter,b1976,sprint,,mobile
1566800589519,submit,b1976,sprint,,mobile
1566800633614,enter,b5076,sprint,,mobile
1566800647394,respond,q6544,sprint,d,mobile
1566800651139,submit,b5076,sprint,,mobile
1566800651225,enter,e5076,sprint,,mobile
1566800677589,quit,e5076,sprint,,mobile
1566800677655,enter,b3008,sprint,,mobile
1566800683855,respond,q4476,sprint,c,mobile
1566800688260,submit,b3008,sprint,,mobile
1566800688332,enter,e3008,sprint,,mobile
1566800695366,quit,e3008,sprint,,mobile
1566800695438,enter,b3114,sprint,,mobile
1566800718868,respond,q4582,sprint,c,mobile
1566800728314,submit,b3114,sprint,,mobile
1566800728382,enter,e3114,sprint,,mobile
1566800749807,quit,e3114,sprint,,mobile
1566800749888,enter,b6803,sprint,,mobile
1566800764409,respond,q9452,sprint,d,mobile
1566800770675,submit,b6803,sprint,,mobile
1566800770758,enter,e6803,sprint,,mobile
1566800795638,quit,e6803,sprint,,mobile
1566800795704,enter,b2443,sprint,,mobile
1566800808732,respond,q3911,sprint,d,mobile
1566800819592,submit,b2443,sprint,,mobile
1566800819668,enter,e2443,sprint,,mobile
1566800867332,quit,e2443,sprint,,mobile
1566800867402,enter,b4735,sprint,,mobile
1566800875268,respond,q6203,sprint,b,mobile
1566800879171,submit,b4735,sprint,,mobile
1566800879251,enter,e4735,sprint,,mobile
1566800885643,quit,e4735,sprint,,mobile
1566800885721,enter,b2692,sprint,,mobile
1566800902218,respond,q4160,sprint,d,mobile
1566800906030,submit,b2692,sprint,,mobile
1566800906101,enter,e2692,sprint,,mobile
1566800941872,quit,e2692,sprint,,mobile
1566800941936,enter,b7046,sprint,,mobile
1566800963563,respond,q9695,sprint,c,mobile
1566800964346,respond,q9695,sprint,d,mobile
1566800970538,respond,q9695,sprint,a,mobile
1566800975880,submit,b7046,sprint,,mobile
1566800975949,enter,e7046,sprint,,mobile
1566800994848,quit,e7046,sprint,,mobile
1566800994932,enter,b3871,sprint,,mobile
1566801011832,respond,q5339,sprint,c,mobile
1566801016535,submit,b3871,sprint,,mobile
1566801016613,enter,e3871,sprint,,mobile
