timestamp,action_type,item_id,source,user_answer,platform
1565759142146,enter,b6983,diagnosis,,web
1565759157009,respond,q9632,diagnosis,b,web
1565759158239,submit,b6983,diagnosis,,web
1565759162076,enter,b3569,diagnosis,,web
1565759181862,respond,q5037,diagnosis,b,web
1565759182526,submit,b3569,diagnosis,,web
1565759184301,enter,b3630,diagnosis,,web
1565759230162,respond,q5098,diagnosis,a,web
1565759230986,submit,b3630,diagnosis,,web
1565759232705,enter,b218,diagnosis,,web
1565759251009,respond,q218,diagnosis,c,web
1565759265765,respond,q218,diagnosis,b,web
1565759266548,submit,b218,diagnosis,,web
1565759268012,enter,b3587,diagnosis,,web
1565759302567,respond,q5055,diagnosis,d,web
1565759309165,submit,b3587,diagnosis,,web
1565759310455,enter,b2856,diagnosis,,web
1565759346740,respond,q4324,diagnosis,d,web
1565759347532,submit,b2856,diagnosis,,web
1565759349282,enter,b4980,diagnosis,,web
1565759391977,respond,q6448,diagnosis,b,web
1565759392709,submit,b4980,diagnosis,,web
1565759394180,enter,b3149,diagnosis,,web
1565759416977,respond,q4617,diagnosis,a,web
1565759417800,submit,b3149,diagnosis,,web
1565759419507,enter,b3985,diagnosis,,web
1565759435854,respond,q5453,diagnosis,b,web
1565759436541,submit,b3985,diagnosis,,web
1565759438812,enter,b4788,diagnosis,,web
1565759446864,respond,q6256,diagnosis,a,web
1565759447788,submit,b4788,diagnosis,,web
1565759449911,enter,b6976,diagnosis,,web
1565759471033,respond,q9625,diagnosis,a,web
1565759484980,respond,q9625,diagnosis,d,web
1565759485880,submit,b6976,diagnosis,,web
1566908558118,enter,b3077,sprint,,mobile
1566908582105,respond,q4545,sprint,c,mobile
1566908587002,submit,b3077,sprint,,mobile
1566908587094,enter,e3077,sprint,,mobile
1566908922864,quit,e3077,sprint,,mobile
1566908922947,enter,b4717,sprint,,mobile
1566908940551,respond,q6185,sprint,b,mobile
1566908943546,submit,b4717,sprint,,mobile
1566908943656,enter,e4717,sprint,,mobile
1566910186357,quit,e4717,sprint,,mobile
1566910896953,enter,b2461,sprint,,mobile
1566910962500,respond,q3929,sprint,d,mobile
1566910966076,submit,b2461,sprint,,mobile
1566910966182,enter,e2461,sprint,,mobile
1566911460623,quit,e2461,sprint,,mobile
1566915725264,enter,b6488,sprint,,mobile
1566915731316,respond,q9137,sprint,b,mobile
1566915734763,submit,b6488,sprint,,mobile
1566915734857,enter,e6488,sprint,,mobile
1566915763018,quit,e6488,sprint,,mobile
1566915763102,enter,b3938,sprint,,mobile
1566915792807,respond,q5406,sprint,a,mobile
1566915800580,submit,b3938,sprint,,mobile
